-1.0,0.98,-0.2,0.96,1.02,0.19,-0.0,0.0,-0.0,-3.98,0.0,3.98
-1.0,0.98,-0.2,0.96,1.02,0.19,-0.0,0.0,-0.0,-3.98,0.0,3.98
-1.0,0.98,-0.2,0.96,1.02,0.19,-0.0,0.0,-0.0,-3.98,0.0,3.98
-1.0,0.98,-0.2,0.96,1.02,0.19,-0.0,0.0,-0.0,-3.98,0.0,3.98
-1.0,0.98,-0.2,0.96,1.02,0.19,-0.0,0.0,-0.0,-3.98,0.0,3.98
-1.0,0.98,-0.2,0.96,1.02,0.19,-0.0,0.0,-0.0,-3.98,0.0,3.98
-1.0,0.98,-0.2,0.96,1.02,0.19,-0.0,0.0,-0.0,-3.98,0.0,3.98
-1.0,0.98,-0.2,0.96,1.02,0.19,-0.0,0.0,-0.0,-3.98,0.0,3.98
-1.0,0.98,-0.2,0.96,1.02,0.19,-0.0,0.0,-0.0,-3.98,0.0,3.98
-1.0,0.98,-0.2,0.96,1.02,0.19,-0.0,0.0,-0.0,-3.98,0.0,3.98
-1.0,0.98,-0.2,0.96,1.02,0.19,-0.0,0.0,-0.0,-3.98,0.0,3.98
-1.0,0.98,-0.2,0.96,1.02,0.19,-0.0,0.0,-0.0,-3.98,0.0,3.98
-1.0,0.98,-0.2,0.96,1.02,0.19,-0.0,0.0,-0.0,-3.98,0.0,3.98
-1.0,0.98,-0.2,0.96,1.02,0.19,-0.0,0.0,-0.0,-3.98,0.0,3.98
-1.0,0.98,-0.2,0.96,1.02,0.19,-0.0,0.0,-0.0,-3.98,0.0,3.98
-1.0,0.98,-0.2,0.96,1.02,0.19,-0.0,0.0,-0.0,-3.98,0.0,3.98
-1.0,0.98,-0.2,0.96,1.02,0.19,-0.0,0.0,-0.0,-3.98,0.0,3.98
-1.0,0.98,-0.2,0.96,1.02,0.19,-0.0,0.0,-0.0,-3.98,0.0,3.98
-1.0,0.98,-0.2,0.96,1.02,0.19,-0.0,0.0,-0.0,-3.98,0.0,3.98
-1.0,0.98,-0.2,0.96,1.02,0.19,-0.0,0.0,-0.0,-3.98,0.0,3.98
-1.0,0.98,-0.2,0.96,1.02,0.19,-0.0,0.0,-0.0,-3.98,0.0,3.98
-1.0,0.98,-0.2,0.96,1.02,0.19,-0.0,0.0,-0.0,-3.98,0.0,3.98
-1.0,0.98,-0.2,0.96,1.02,0.19,-0.0,0.0,-0.0,-3.98,0.0,3.98
-1.0,0.98,-0.2,0.96,1.02,0.19,-0.0,0.0,-0.0,-3.98,0.0,3.98
-1.0,0.98,-0.2,0.96,1.02,0.19,-0.0,0.0,-0.0,-3.98,0.0,3.98
-1.0,0.98,-0.2,0.96,1.02,0.19,-0.0,-0.0,-0.0,-4.17,0.03,4.05
-1.0,0.98,-0.2,0.96,1.02,0.2,0.0,-0.0,-0.0,-5.22,0.24,4.46
-1.01,0.97,-0.19,0.95,1.03,0.2,0.0,-0.0,-0.0,-5.22,0.27,4.47
-1.02,0.96,-0.18,0.94,1.03,0.21,0.0,-0.0,-0.0,-5.58,0.36,4.62
-1.02,0.96,-0.18,0.93,1.04,0.22,-0.0,-0.0,-0.0,-5.21,0.32,4.48
-1.03,0.95,-0.17,0.93,1.04,0.22,0.0,-0.0,-0.0,-5.57,0.42,4.63
-1.04,0.95,-0.16,0.92,1.05,0.23,-0.0,-0.0,-0.0,-5.38,0.41,4.56
-1.04,0.94,-0.16,0.91,1.05,0.24,-0.0,-0.0,-0.0,-5.39,0.43,4.58
-1.05,0.93,-0.15,0.91,1.06,0.24,-0.0,-0.0,-0.0,-5.37,0.46,4.58
-1.05,0.93,-0.15,0.9,1.06,0.25,-0.0,-0.0,-0.0,-5.38,0.49,4.6
-1.06,0.92,-0.14,0.89,1.06,0.26,-0.0,-0.0,-0.0,-5.19,0.46,4.52
-1.06,0.92,-0.14,0.89,1.07,0.26,-0.0,-0.0,-0.0,-5.36,0.53,4.61
-1.07,0.91,-0.13,0.88,1.07,0.27,-0.0,-0.0,-0.0,-5.19,0.51,4.53
-1.08,0.91,-0.13,0.88,1.07,0.28,-0.0,-0.0,-0.0,-5.19,0.53,4.54
-1.08,0.9,-0.12,0.87,1.08,0.28,-0.0,-0.0,-0.0,-5.18,0.56,4.54
-1.09,0.9,-0.12,0.86,1.08,0.29,-0.0,-0.0,-0.0,-5.18,0.58,4.56
-1.09,0.89,-0.11,0.86,1.08,0.3,-0.0,-0.0,-0.0,-5.34,0.66,4.64
-1.09,0.89,-0.11,0.85,1.09,0.31,-0.0,-0.0,-0.0,-5.33,0.69,4.64
-1.1,0.88,-0.1,0.84,1.09,0.31,-0.0,-0.0,-0.0,-5.17,0.66,4.57
-1.1,0.88,-0.1,0.84,1.09,0.32,-0.0,-0.0,-0.0,-5.15,0.68,4.57
-1.11,0.87,-0.1,0.83,1.09,0.33,-0.0,-0.0,-0.0,-5.15,0.7,4.58
-1.11,0.87,-0.09,0.83,1.1,0.34,-0.0,-0.0,-0.0,-5.31,0.79,4.67
-1.12,0.86,-0.09,0.82,1.1,0.35,-0.0,-0.0,-0.0,-5.15,0.76,4.59
-1.12,0.86,-0.09,0.81,1.1,0.35,-0.0,-0.0,-0.0,-5.13,0.78,4.6
-1.12,0.85,-0.08,0.81,1.1,0.36,-0.0,-0.0,-0.0,-5.14,0.8,4.61
-1.13,0.85,-0.08,0.8,1.1,0.37,-0.0,-0.0,-0.0,-5.12,0.83,4.61
-1.13,0.84,-0.08,0.8,1.1,0.38,-0.0,-0.0,-0.0,-5.12,0.86,4.62
-1.13,0.84,-0.07,0.79,1.1,0.39,-0.0,-0.0,-0.0,-5.28,0.95,4.72
-1.14,0.84,-0.07,0.79,1.11,0.39,-0.0,-0.0,-0.0,-5.11,0.9,4.63
-1.14,0.83,-0.07,0.78,1.11,0.4,-0.0,-0.0,-0.0,-5.1,0.93,4.64
-1.14,0.83,-0.07,0.78,1.11,0.41,-0.0,-0.0,-0.0,-5.1,0.95,4.64
-1.15,0.82,-0.07,0.77,1.11,0.42,-0.0,-0.0,-0.0,-5.09,0.98,4.65
-1.15,0.82,-0.06,0.77,1.11,0.43,-0.0,-0.0,-0.0,-5.09,1.0,4.66
-1.15,0.82,-0.06,0.76,1.11,0.44,-0.0,-0.0,-0.0,-5.08,1.03,4.66
-1.15,0.81,-0.06,0.76,1.11,0.44,-0.0,-0.0,-0.0,-5.22,1.13,4.77
-1.16,0.81,-0.06,0.75,1.11,0.45,-0.0,-0.0,-0.0,-5.06,1.07,4.69
-1.16,0.81,-0.06,0.75,1.11,0.46,-0.0,-0.0,-0.0,-5.37,1.26,4.88
-1.16,0.8,-0.06,0.74,1.11,0.47,-0.0,-0.0,-0.0,-5.05,1.12,4.7
-1.16,0.8,-0.06,0.74,1.11,0.48,-0.0,-0.0,-0.0,-5.5,1.4,5.0
-1.17,0.8,-0.06,0.73,1.11,0.48,-0.0,-0.0,-0.0,-5.19,1.26,4.81
-1.17,0.79,-0.06,0.73,1.11,0.49,-0.0,-0.0,-0.0,-5.02,1.19,4.7
-1.17,0.79,-0.06,0.72,1.11,0.5,-0.0,-0.0,-0.0,-5.17,1.31,4.83
-1.17,0.79,-0.06,0.72,1.11,0.51,-0.0,-0.0,-0.0,-5.0,1.34,4.73
-1.17,0.79,-0.06,0.72,1.11,0.52,-0.0,-0.0,-0.0,-5.0,1.27,4.74
-1.18,0.78,-0.06,0.71,1.1,0.52,-0.0,-0.0,-0.0,-5.14,1.39,4.85
-1.18,0.78,-0.06,0.71,1.1,0.53,-0.0,-0.0,-0.0,-4.98,1.31,4.74
-1.18,0.78,-0.06,0.7,1.1,0.54,-0.0,-0.0,-0.0,-4.98,1.34,4.75
-1.18,0.78,-0.06,0.7,1.1,0.54,-0.0,-0.0,-0.0,-4.97,1.36,4.76
-1.18,0.78,-0.06,0.7,1.1,0.55,-0.0,-0.0,-0.0,-4.95,1.38,4.77
-1.18,0.77,-0.06,0.69,1.1,0.56,-0.0,-0.0,-0.0,-4.95,1.4,4.78
-1.18,0.77,-0.06,0.69,1.1,0.57,-0.0,-0.0,-0.0,-5.08,1.54,4.9
-1.18,0.77,-0.06,0.69,1.1,0.57,-0.0,-0.0,-0.0,-4.92,1.45,4.77
-1.18,0.77,-0.06,0.68,1.09,0.58,-0.0,-0.0,-0.0,-4.92,1.48,4.79
-1.19,0.77,-0.06,0.68,1.09,0.59,-0.0,-0.0,-0.0,-5.05,1.61,4.92
-1.19,0.77,-0.06,0.67,1.09,0.59,-0.0,-0.0,-0.0,-4.89,1.52,4.8
-1.19,0.77,-0.07,0.67,1.09,0.6,-0.0,-0.0,-0.0,-4.89,1.55,4.81
-1.19,0.77,-0.07,0.67,1.09,0.61,-0.0,-0.0,-0.0,-5.15,1.79,5.05
-1.19,0.77,-0.07,0.66,1.09,0.62,-0.0,-0.0,-0.0,-4.86,1.59,4.82
-1.19,0.77,-0.07,0.66,1.08,0.62,-0.0,-0.0,-0.0,-4.86,1.62,4.83
-1.19,0.76,-0.07,0.66,1.08,0.63,-0.0,-0.0,-0.0,-5.11,1.87,5.08
-1.19,0.76,-0.07,0.66,1.08,0.64,-0.0,-0.0,-0.0,-4.84,1.67,4.84
-1.19,0.76,-0.08,0.65,1.08,0.64,-0.0,-0.0,-0.0,-4.82,1.69,4.86
-1.19,0.76,-0.08,0.65,1.08,0.65,-0.0,-0.0,-0.0,-4.81,1.71,4.87
-1.19,0.76,-0.08,0.65,1.07,0.65,-0.0,-0.0,-0.0,-5.05,1.97,5.11
-1.19,0.76,-0.08,0.64,1.07,0.66,-0.0,-0.0,-0.0,-4.78,1.76,4.86
-1.19,0.77,-0.09,0.64,1.07,0.67,-0.0,-0.0,-0.0,-4.77,1.78,4.88
-1.19,0.77,-0.09,0.64,1.07,0.67,-0.0,-0.0,-0.0,-4.89,1.92,5.01
-1.19,0.77,-0.09,0.64,1.07,0.68,-0.0,-0.0,-0.0,-4.75,1.83,4.89
-1.18,0.77,-0.09,0.63,1.06,0.68,-0.0,-0.0,-0.0,-4.74,1.85,4.9
-1.18,0.77,-0.1,0.63,1.06,0.69,-0.0,-0.0,-0.0,-4.73,1.87,4.9
-1.18,0.77,-0.1,0.63,1.06,0.69,-0.0,-0.0,-0.0,-4.71,1.89,4.9
-1.18,0.77,-0.1,0.63,1.06,0.7,-0.0,-0.0,-0.0,-4.69,1.91,4.91
-1.18,0.77,-0.11,0.63,1.05,0.71,-0.0,-0.0,-0.0,-4.69,1.94,4.93
-1.18,0.77,-0.11,0.62,1.05,0.71,-0.0,-0.0,-0.0,-4.79,2.08,5.08
